antecedent,consequent,support,confidence,lift
{82229 46032 7964},{76463},0.013,0.981,69.593
{82229 46032 7964},{75605},0.012,0.962,68.254
{82229 46032 7964},{20267},0.011,0.887,67.560
{82229 46032 7964},{32107},0.012,0.906,70.300
{82229 46032 7964},{70932},0.012,0.906,67.743
{82229 70932 20267},{76463},0.011,0.978,69.355
{82229 70932 20267},{75605},0.011,0.978,69.355
{82229 70932 20267},{46032},0.011,0.978,68.179
{82229 70932 20267},{7964},0.011,0.978,68.179
{82229 70932 20267},{32107},0.010,0.933,72.448
{76463 70932 20267},{82229},0.011,0.936,68.775
{76463 70932 20267},{75605},0.011,0.979,69.422
{76463 70932 20267},{46032},0.011,0.979,68.245
{76463 70932 20267},{7964},0.011,0.957,66.762
{76463 70932 20267},{32107},0.010,0.894,69.365
{82229 76463 20267},{70932},0.011,0.898,67.167
{82229 76463 20267},{75605},0.012,0.980,69.483
{82229 76463 20267},{46032},0.011,0.959,66.883
{82229 76463 20267},{7964},0.012,0.980,68.306
{82229 76463 20267},{32107},0.011,0.918,71.286
{75605 70932 20267},{82229},0.011,0.917,67.342
{75605 70932 20267},{76463},0.011,0.958,67.976
{75605 70932 20267},{46032},0.011,0.979,68.276
{75605 70932 20267},{7964},0.011,0.958,66.823
{75605 70932 20267},{32107},0.010,0.896,69.537
{75605 82229 20267},{70932},0.011,0.898,67.167
{75605 82229 20267},{76463},0.012,0.980,69.483
{75605 82229 20267},{46032},0.011,0.959,66.883
{75605 82229 20267},{7964},0.012,0.980,68.306
{75605 82229 20267},{32107},0.011,0.918,71.286
{75605 76463 20267},{70932},0.011,0.902,67.467
{75605 76463 20267},{82229},0.012,0.941,69.143
{75605 76463 20267},{46032},0.012,0.961,66.994
{75605 76463 20267},{7964},0.012,0.961,66.994
{75605 76463 20267},{32107},0.011,0.882,68.491
{70932 46032 20267},{82229},0.011,0.917,67.342
{70932 46032 20267},{76463},0.011,0.958,67.976
{70932 46032 20267},{75605},0.011,0.979,69.453
{70932 46032 20267},{7964},0.011,0.958,66.823
{70932 46032 20267},{32107},0.010,0.896,69.537
{82229 20267 46032},{70932},0.011,0.917,68.567
{82229 20267 46032},{76463},0.011,0.979,69.453
{82229 20267 46032},{75605},0.011,0.979,69.453
{82229 20267 46032},{7964},0.011,0.979,68.276
{82229 20267 46032},{32107},0.011,0.938,72.771
{76463 46032 20267},{70932},0.011,0.920,68.816
{76463 46032 20267},{82229},0.011,0.940,69.056
{76463 46032 20267},{75605},0.012,0.980,69.512
{76463 46032 20267},{7964},0.012,0.960,66.940
{76463 46032 20267},{32107},0.011,0.900,69.860
{75605 20267 46032},{70932},0.011,0.922,68.933
{75605 20267 46032},{82229},0.011,0.922,67.702
{75605 20267 46032},{76463},0.012,0.961,68.149
{75605 20267 46032},{7964},0.012,0.961,66.994
{75605 20267 46032},{32107},0.011,0.902,70.013
{70932 20267 7964},{82229},0.011,0.936,68.775
{70932 20267 7964},{76463},0.011,0.957,67.913
{70932 20267 7964},{75605},0.011,0.979,69.422
{70932 20267 7964},{46032},0.011,0.979,68.245
{70932 20267 7964},{32107},0.010,0.915,71.016
{82229 20267 7964},{70932},0.011,0.898,67.167
{82229 20267 7964},{76463},0.012,0.980,69.483
{82229 20267 7964},{75605},0.012,0.980,69.483
{82229 20267 7964},{46032},0.011,0.959,66.883
{82229 20267 7964},{32107},0.011,0.918,71.286
{76463 20267 7964},{70932},0.011,0.900,67.320
{76463 20267 7964},{82229},0.012,0.960,70.526
{76463 20267 7964},{75605},0.012,0.980,69.512
{76463 20267 7964},{46032},0.012,0.960,66.940
{76463 20267 7964},{32107},0.011,0.900,69.860
{75605 20267 7964},{70932},0.011,0.902,67.467
{75605 20267 7964},{82229},0.012,0.941,69.143
{75605 20267 7964},{76463},0.012,0.961,68.149
{75605 20267 7964},{46032},0.012,0.961,66.994
{75605 20267 7964},{32107},0.011,0.902,70.013
{20267 46032 7964},{70932},0.011,0.920,68.816
{20267 46032 7964},{82229},0.011,0.940,69.056
{20267 46032 7964},{76463},0.012,0.960,68.094
{20267 46032 7964},{75605},0.012,0.980,69.512
{20267 46032 7964},{32107},0.011,0.920,71.413
{70932 32107 20267},{82229},0.010,0.955,70.125
{70932 32107 20267},{76463},0.010,0.955,67.707
{70932 32107 20267},{75605},0.010,0.977,69.319
{70932 32107 20267},{46032},0.010,0.977,68.144
{70932 32107 20267},{7964},0.010,0.977,68.144
{82229 20267 32107},{70932},0.010,0.913,68.296
{82229 20267 32107},{76463},0.011,0.978,69.389
{82229 20267 32107},{75605},0.011,0.978,69.389
{82229 20267 32107},{46032},0.011,0.978,68.213
{82229 20267 32107},{7964},0.011,0.978,68.213
{82229 70932 32107},{20267},0.010,0.933,71.106
{82229 70932 32107},{76463},0.011,0.978,69.355
{82229 70932 32107},{75605},0.010,0.956,67.779
{82229 70932 32107},{46032},0.011,0.978,68.179
{82229 70932 32107},{7964},0.011,0.978,68.179
{76463 32107 20267},{70932},0.010,0.913,68.296
{76463 32107 20267},{82229},0.011,0.978,71.867
{76463 32107 20267},{75605},0.011,0.978,69.389
{76463 32107 20267},{46032},0.011,0.978,68.213
{76463 32107 20267},{7964},0.011,0.978,68.213
{76463 70932 32107},{20267},0.010,0.933,71.106
{76463 70932 32107},{82229},0.011,0.978,71.832
{76463 70932 32107},{75605},0.010,0.956,67.779
{76463 70932 32107},{46032},0.011,0.978,68.179
{76463 70932 32107},{7964},0.011,0.978,68.179
{82229 76463 32107},{20267},0.011,0.918,69.966
{82229 76463 32107},{70932},0.011,0.898,67.167
{82229 76463 32107},{75605},0.011,0.959,68.036
{82229 76463 32107},{46032},0.012,0.980,68.306
{82229 76463 32107},{7964},0.012,0.980,68.306
{75605 20267 32107},{70932},0.010,0.915,68.434
{75605 20267 32107},{82229},0.011,0.957,70.338
{75605 20267 32107},{76463},0.011,0.957,67.913
{75605 20267 32107},{46032},0.011,0.979,68.245
{75605 20267 32107},{7964},0.011,0.979,68.245
{75605 70932 32107},{20267},0.010,0.956,72.799
{75605 70932 32107},{82229},0.010,0.956,70.199
{75605 70932 32107},{76463},0.010,0.956,67.779
{75605 70932 32107},{46032},0.011,0.978,68.179
{75605 70932 32107},{7964},0.011,0.978,68.179
{75605 82229 32107},{20267},0.011,0.938,71.424
{75605 82229 32107},{70932},0.010,0.896,67.008
{75605 82229 32107},{76463},0.011,0.979,69.453
{75605 82229 32107},{46032},0.011,0.979,68.276
{75605 82229 32107},{7964},0.011,0.979,68.276
{75605 76463 32107},{20267},0.011,0.938,71.424
{75605 76463 32107},{70932},0.010,0.896,67.008
{75605 76463 32107},{82229},0.011,0.979,71.934
{75605 76463 32107},{46032},0.011,0.979,68.276
{75605 76463 32107},{7964},0.011,0.979,68.276
{20267 46032 32107},{70932},0.010,0.915,68.434
{20267 46032 32107},{82229},0.011,0.957,70.338
{20267 46032 32107},{76463},0.011,0.957,67.913
{20267 46032 32107},{75605},0.011,0.979,69.422
{20267 46032 32107},{7964},0.011,0.979,68.245
{70932 46032 32107},{20267},0.010,0.915,69.701
{70932 46032 32107},{82229},0.011,0.936,68.775
{70932 46032 32107},{76463},0.011,0.936,66.404
{70932 46032 32107},{75605},0.011,0.936,66.404
{70932 46032 32107},{7964},0.011,0.979,68.245
{82229 46032 32107},{20267},0.011,0.918,69.966
{82229 46032 32107},{70932},0.011,0.898,67.167
{82229 46032 32107},{76463},0.012,0.980,69.483
{82229 46032 32107},{75605},0.011,0.959,68.036
{82229 46032 32107},{7964},0.012,0.980,68.306
{76463 46032 32107},{20267},0.011,0.918,69.966
{76463 46032 32107},{70932},0.011,0.898,67.167
{76463 46032 32107},{82229},0.012,0.980,71.965
{76463 46032 32107},{75605},0.011,0.959,68.036
{76463 46032 32107},{7964},0.012,0.980,68.306
{75605 46032 32107},{20267},0.011,0.939,71.521
{75605 46032 32107},{70932},0.011,0.898,67.167
{75605 46032 32107},{82229},0.011,0.959,70.466
{75605 46032 32107},{76463},0.011,0.959,68.036
{75605 46032 32107},{7964},0.012,0.980,68.306
{20267 32107 7964},{70932},0.010,0.915,68.434
{20267 32107 7964},{82229},0.011,0.957,70.338
{20267 32107 7964},{76463},0.011,0.957,67.913
{20267 32107 7964},{75605},0.011,0.979,69.422
{20267 32107 7964},{46032},0.011,0.979,68.245
{70932 32107 7964},{20267},0.010,0.915,69.701
{70932 32107 7964},{82229},0.011,0.936,68.775
{70932 32107 7964},{76463},0.011,0.936,66.404
{70932 32107 7964},{75605},0.011,0.936,66.404
{70932 32107 7964},{46032},0.011,0.979,68.245
{82229 32107 7964},{20267},0.011,0.918,69.966
{82229 32107 7964},{70932},0.011,0.898,67.167
{82229 32107 7964},{76463},0.012,0.980,69.483
{82229 32107 7964},{75605},0.011,0.959,68.036
{82229 32107 7964},{46032},0.012,0.980,68.306
{76463 32107 7964},{20267},0.011,0.918,69.966
{76463 32107 7964},{70932},0.011,0.898,67.167
{76463 32107 7964},{82229},0.012,0.980,71.965
{76463 32107 7964},{75605},0.011,0.959,68.036
{76463 32107 7964},{46032},0.012,0.980,68.306
{75605 32107 7964},{20267},0.011,0.939,71.521
{75605 32107 7964},{70932},0.011,0.898,67.167
{75605 32107 7964},{82229},0.011,0.959,70.466
{75605 32107 7964},{76463},0.011,0.959,68.036
{75605 32107 7964},{46032},0.012,0.980,68.306
{46032 32107 7964},{20267},0.011,0.902,68.716
{46032 32107 7964},{70932},0.011,0.902,67.467
{46032 32107 7964},{82229},0.012,0.941,69.143
{46032 32107 7964},{76463},0.012,0.941,66.759
{46032 32107 7964},{75605},0.012,0.941,66.759
{79607 57066 42096},{61972},0.010,0.955,64.377
{79607 57066 42096},{26391},0.010,0.955,41.337
{79607 57066 61972},{42096},0.010,1.000,68.567
{79607 57066 61972},{26391},0.010,0.952,41.243
{57066 42096 61972},{79607},0.010,0.875,64.281
{57066 42096 61972},{26391},0.011,0.917,39.696
{79607 26391 57066},{42096},0.010,1.000,68.567
{79607 26391 57066},{61972},0.010,0.952,64.231
{57066 26391 42096},{79607},0.010,0.913,67.076
{57066 26391 42096},{61972},0.011,0.957,64.510
{26391 57066 61972},{79607},0.010,0.870,63.882
{26391 57066 61972},{42096},0.011,0.957,65.586
{9814 57290 93775},{67851},0.008,0.861,82.386
{9814 57290 93775},{99566},0.008,0.889,85.044
{67851 9814 93775},{57290},0.008,0.912,36.067
{67851 9814 93775},{99566},0.008,0.912,87.233
{67851 9814 57290},{93775},0.008,0.912,37.889
{67851 9814 57290},{99566},0.008,0.912,87.233
{67851 57290 93775},{9814},0.008,0.912,83.356
{67851 57290 93775},{99566},0.008,0.941,90.047
{24037 98490 39701},{82125},0.016,1.000,31.405
{24037 98490 39701},{86506},0.016,0.985,61.389
{24037 82125 39701},{98490},0.016,1.000,39.942
{24037 82125 39701},{86506},0.016,0.985,61.389
{98490 82125 39701},{24037},0.016,1.000,45.209
{98490 82125 39701},{86506},0.016,0.985,61.389
{24037 86506 39701},{98490},0.016,1.000,39.942
{24037 86506 39701},{82125},0.016,1.000,31.405
{98490 86506 39701},{24037},0.016,1.000,45.209
{98490 86506 39701},{82125},0.016,1.000,31.405
{24037 98490 86506},{39701},0.016,0.985,61.389
{24037 98490 86506},{82125},0.016,1.000,31.405
{86506 82125 39701},{24037},0.016,1.000,45.209
{86506 82125 39701},{98490},0.016,1.000,39.942
{24037 86506 82125},{39701},0.016,0.985,61.389
{24037 86506 82125},{98490},0.016,1.000,39.942
{98490 86506 82125},{39701},0.016,0.985,61.389
{98490 86506 82125},{24037},0.016,1.000,45.209
{82229 76463 70932},{20267},0.011,0.898,68.411
{82229 76463 70932},{32107},0.011,0.898,69.702
{82229 76463 70932},{75605},0.011,0.959,68.036
{82229 76463 70932},{46032},0.012,0.980,68.306
{82229 76463 70932},{7964},0.012,0.980,68.306
{75605 82229 70932},{20267},0.011,0.917,69.836
{75605 82229 70932},{32107},0.010,0.896,69.537
{75605 82229 70932},{76463},0.011,0.979,69.453
{75605 82229 70932},{46032},0.011,0.979,68.276
{75605 82229 70932},{7964},0.011,0.979,68.276
{75605 76463 70932},{20267},0.011,0.920,70.090
{75605 76463 70932},{32107},0.010,0.860,66.755
{75605 76463 70932},{82229},0.011,0.940,69.056
{75605 76463 70932},{46032},0.012,0.980,68.334
{75605 76463 70932},{7964},0.012,0.960,66.940
{82229 70932 46032},{20267},0.011,0.898,68.411
{82229 70932 46032},{32107},0.011,0.898,69.702
{82229 70932 46032},{76463},0.012,0.980,69.483
{82229 70932 46032},{75605},0.011,0.959,68.036
{82229 70932 46032},{7964},0.012,0.980,68.306
{76463 70932 46032},{20267},0.011,0.902,68.716
{76463 70932 46032},{32107},0.011,0.863,66.969
{76463 70932 46032},{82229},0.012,0.941,69.143
{76463 70932 46032},{75605},0.012,0.961,68.149
{76463 70932 46032},{7964},0.012,0.961,66.994
{75605 70932 46032},{20267},0.011,0.922,70.210
{75605 70932 46032},{32107},0.011,0.863,66.969
{75605 70932 46032},{82229},0.011,0.922,67.702
{75605 70932 46032},{76463},0.012,0.961,68.149
{75605 70932 46032},{7964},0.012,0.961,66.994
{82229 70932 7964},{20267},0.011,0.898,68.411
{82229 70932 7964},{32107},0.011,0.898,69.702
{82229 70932 7964},{76463},0.012,0.980,69.483
{82229 70932 7964},{75605},0.011,0.959,68.036
{82229 70932 7964},{46032},0.012,0.980,68.306
{76463 70932 7964},{20267},0.011,0.900,68.567
{76463 70932 7964},{32107},0.011,0.880,68.308
{76463 70932 7964},{82229},0.012,0.960,70.526
{76463 70932 7964},{75605},0.012,0.960,68.094
{76463 70932 7964},{46032},0.012,0.980,68.334
{75605 70932 7964},{20267},0.011,0.920,70.090
{75605 70932 7964},{32107},0.011,0.880,68.308
{75605 70932 7964},{82229},0.011,0.940,69.056
{75605 70932 7964},{76463},0.012,0.960,68.094
{75605 70932 7964},{46032},0.012,0.980,68.334
{70932 46032 7964},{20267},0.011,0.885,67.395
{70932 46032 7964},{32107},0.011,0.885,68.666
{70932 46032 7964},{82229},0.012,0.923,67.813
{70932 46032 7964},{76463},0.012,0.942,66.839
{70932 46032 7964},{75605},0.012,0.942,66.839
{1823 17593 46172},{69328},0.008,1.000,124.667
{1823 17593 46172},{96844},0.008,1.000,124.667
{69328 17593 46172},{1823},0.008,0.970,58.667
{69328 17593 46172},{96844},0.008,1.000,124.667
{69328 1823 46172},{17593},0.008,1.000,124.667
{69328 1823 46172},{96844},0.008,1.000,124.667
{69328 1823 17593},{46172},0.008,1.000,124.667
{69328 1823 17593},{96844},0.008,1.000,124.667
{69328 96844 46172},{17593},0.008,1.000,124.667
{69328 96844 46172},{1823},0.008,0.970,58.667
{96844 69328 17593},{46172},0.008,1.000,124.667
{96844 69328 17593},{1823},0.008,0.970,58.667
{96844 17593 46172},{69328},0.008,1.000,124.667
{96844 17593 46172},{1823},0.008,0.970,58.667
{69328 1823 96844},{46172},0.008,1.000,124.667
{69328 1823 96844},{17593},0.008,1.000,124.667
{1823 96844 46172},{69328},0.008,1.000,124.667
{1823 96844 46172},{17593},0.008,1.000,124.667
{96844 1823 17593},{69328},0.008,1.000,124.667
{96844 1823 17593},{46172},0.008,1.000,124.667
{44000 95109 98774},{32636},0.009,0.974,97.769
{44000 95109 98774},{56895},0.009,0.949,97.576
{44000 95109 98774},{97310},0.009,0.949,97.576
{44000 95109 98774},{9247},0.009,0.897,97.159
{44000 32636 95109},{98774},0.009,0.927,56.910
{44000 32636 95109},{56895},0.009,0.951,97.833
{44000 32636 95109},{97310},0.009,0.951,97.833
{44000 32636 95109},{9247},0.009,0.902,97.701
{95109 32636 98774},{44000},0.009,1.000,97.952
{95109 32636 98774},{56895},0.009,0.947,97.437
{95109 32636 98774},{97310},0.009,0.947,97.437
{95109 32636 98774},{9247},0.008,0.895,96.867
{44000 32636 98774},{95109},0.009,1.000,97.952
{44000 32636 98774},{56895},0.009,0.947,97.437
{44000 32636 98774},{97310},0.009,0.947,97.437
{44000 32636 98774},{9247},0.008,0.895,96.867
{95109 32636 56895},{44000},0.009,1.000,97.952
{95109 32636 56895},{98774},0.009,0.923,56.680
{95109 32636 56895},{97310},0.009,0.949,97.576
{95109 32636 56895},{9247},0.009,0.897,97.159
{44000 32636 56895},{95109},0.009,1.000,97.952
{44000 32636 56895},{98774},0.009,0.923,56.680
{44000 32636 56895},{97310},0.009,0.949,97.576
{44000 32636 56895},{9247},0.009,0.897,97.159
{56895 44000 95109},{32636},0.009,0.975,97.833
{56895 44000 95109},{98774},0.009,0.925,56.798
{56895 44000 95109},{97310},0.009,0.950,97.707
{56895 44000 95109},{9247},0.009,0.900,97.437
{56895 32636 98774},{95109},0.009,1.000,97.952
{56895 32636 98774},{44000},0.009,1.000,97.952
{56895 32636 98774},{97310},0.008,0.944,97.136
{56895 32636 98774},{9247},0.008,0.889,96.234
{56895 95109 98774},{32636},0.009,0.973,97.630
{56895 95109 98774},{44000},0.009,1.000,97.952
{56895 95109 98774},{97310},0.009,0.946,97.291
{56895 95109 98774},{9247},0.008,0.892,96.559
{56895 44000 98774},{32636},0.009,0.973,97.630
{56895 44000 98774},{95109},0.009,1.000,97.952
{56895 44000 98774},{97310},0.009,0.946,97.291
{56895 44000 98774},{9247},0.008,0.892,96.559
{32636 56895 97310},{95109},0.009,1.000,97.952
{32636 56895 97310},{44000},0.009,1.000,97.952
{32636 56895 97310},{98774},0.008,0.919,56.424
{32636 56895 97310},{9247},0.008,0.919,99.485
{95109 56895 97310},{32636},0.009,0.974,97.701
{95109 56895 97310},{44000},0.009,1.000,97.952
{95109 56895 97310},{98774},0.009,0.921,56.555
{95109 56895 97310},{9247},0.009,0.921,99.716
{95109 32636 97310},{56895},0.009,0.949,97.576
{95109 32636 97310},{44000},0.009,1.000,97.952
{95109 32636 97310},{98774},0.009,0.923,56.680
{95109 32636 97310},{9247},0.009,0.923,99.935
{44000 56895 97310},{32636},0.009,0.974,97.701
{44000 56895 97310},{95109},0.009,1.000,97.952
{44000 56895 97310},{98774},0.009,0.921,56.555
{44000 56895 97310},{9247},0.009,0.921,99.716
{44000 32636 97310},{56895},0.009,0.949,97.576
{44000 32636 97310},{95109},0.009,1.000,97.952
{44000 32636 97310},{98774},0.009,0.923,56.680
{44000 32636 97310},{9247},0.009,0.923,99.935
{44000 95109 97310},{56895},0.009,0.950,97.707
{44000 95109 97310},{32636},0.009,0.975,97.833
{44000 95109 97310},{98774},0.009,0.925,56.798
{44000 95109 97310},{9247},0.009,0.925,100.143
{56895 98774 97310},{32636},0.008,0.971,97.475
{56895 98774 97310},{95109},0.009,1.000,97.952
{56895 98774 97310},{44000},0.009,1.000,97.952
{56895 98774 97310},{9247},0.008,0.914,98.983
{32636 98774 97310},{56895},0.008,0.944,97.136
{32636 98774 97310},{95109},0.009,1.000,97.952
{32636 98774 97310},{44000},0.009,1.000,97.952
{32636 98774 97310},{9247},0.008,0.917,99.241
{95109 98774 97310},{56895},0.009,0.946,97.291
{95109 98774 97310},{32636},0.009,0.973,97.630
{95109 98774 97310},{44000},0.009,1.000,97.952
{95109 98774 97310},{9247},0.008,0.919,99.485
{44000 98774 97310},{56895},0.009,0.946,97.291
{44000 98774 97310},{32636},0.009,0.973,97.630
{44000 98774 97310},{95109},0.009,1.000,97.952
{44000 98774 97310},{9247},0.008,0.919,99.485
{9247 56895 97310},{32636},0.008,0.971,97.475
{9247 56895 97310},{95109},0.009,1.000,97.952
{9247 56895 97310},{44000},0.009,1.000,97.952
{9247 56895 97310},{98774},0.008,0.914,56.140
{32636 9247 97310},{56895},0.008,0.944,97.136
{32636 9247 97310},{95109},0.009,1.000,97.952
{32636 9247 97310},{44000},0.009,1.000,97.952
{32636 9247 97310},{98774},0.008,0.917,56.286
{32636 56895 9247},{97310},0.008,0.971,99.911
{32636 56895 9247},{95109},0.009,1.000,97.952
{32636 56895 9247},{44000},0.009,1.000,97.952
{32636 56895 9247},{98774},0.008,0.914,56.140
{95109 9247 97310},{56895},0.009,0.946,97.291
{95109 9247 97310},{32636},0.009,0.973,97.630
{95109 9247 97310},{44000},0.009,1.000,97.952
{95109 9247 97310},{98774},0.008,0.919,56.424
{95109 56895 9247},{97310},0.009,0.972,99.993
{95109 56895 9247},{32636},0.009,0.972,97.554
{95109 56895 9247},{44000},0.009,1.000,97.952
{95109 56895 9247},{98774},0.008,0.917,56.286
{95109 32636 9247},{97310},0.009,0.973,100.070
{95109 32636 9247},{56895},0.009,0.946,97.291
{95109 32636 9247},{44000},0.009,1.000,97.952
{95109 32636 9247},{98774},0.008,0.919,56.424
{44000 9247 97310},{56895},0.009,0.946,97.291
{44000 9247 97310},{32636},0.009,0.973,97.630
{44000 9247 97310},{95109},0.009,1.000,97.952
{44000 9247 97310},{98774},0.008,0.919,56.424
{44000 56895 9247},{97310},0.009,0.972,99.993
{44000 56895 9247},{32636},0.009,0.972,97.554
{44000 56895 9247},{95109},0.009,1.000,97.952
{44000 56895 9247},{98774},0.008,0.917,56.286
{44000 32636 9247},{97310},0.009,0.973,100.070
{44000 32636 9247},{56895},0.009,0.946,97.291
{44000 32636 9247},{95109},0.009,1.000,97.952
{44000 32636 9247},{98774},0.008,0.919,56.424
{44000 95109 9247},{97310},0.009,0.974,100.143
{44000 95109 9247},{56895},0.009,0.947,97.437
{44000 95109 9247},{32636},0.009,0.974,97.701
{44000 95109 9247},{98774},0.009,0.921,56.555
{9247 98774 97310},{56895},0.008,0.941,96.800
{9247 98774 97310},{32636},0.008,0.971,97.390
{9247 98774 97310},{95109},0.008,1.000,97.952
{9247 98774 97310},{44000},0.008,1.000,97.952
{56895 98774 9247},{97310},0.008,0.970,99.733
{56895 98774 9247},{32636},0.008,0.970,97.301
{56895 98774 9247},{95109},0.008,1.000,97.952
{56895 98774 9247},{44000},0.008,1.000,97.952
{32636 98774 9247},{97310},0.008,0.971,99.825
{32636 98774 9247},{56895},0.008,0.941,96.800
{32636 98774 9247},{95109},0.008,1.000,97.952
{32636 98774 9247},{44000},0.008,1.000,97.952
{95109 98774 9247},{97310},0.008,0.971,99.911
{95109 98774 9247},{56895},0.008,0.943,96.973
{95109 98774 9247},{32636},0.008,0.971,97.475
{95109 98774 9247},{44000},0.009,1.000,97.952
{44000 98774 9247},{97310},0.008,0.971,99.911
{44000 98774 9247},{56895},0.008,0.943,96.973
{44000 98774 9247},{32636},0.008,0.971,97.475
{44000 98774 9247},{95109},0.009,1.000,97.952
{54368 75418 90898},{3861},0.008,0.944,111.013
{54368 75418 90898},{46785},0.008,0.944,111.013
{54368 75418 90898},{61069},0.008,0.944,111.013
{54368 75418 90898},{69054},0.008,0.944,111.013
{54368 75418 90898},{99608},0.008,0.944,111.013
{54368 75418 90898},{26892},0.008,0.917,110.917
{67851 9814 99566},{93775},0.008,0.912,37.889
{67851 9814 99566},{57290},0.008,0.912,36.067
{67851 99566 93775},{9814},0.008,0.912,83.356
{67851 99566 93775},{57290},0.008,0.941,37.231
{9814 99566 93775},{67851},0.008,0.886,84.740
{9814 99566 93775},{57290},0.008,0.914,36.167
{67851 99566 57290},{9814},0.008,0.886,80.974
{67851 99566 57290},{93775},0.008,0.914,37.994
{9814 99566 57290},{67851},0.008,0.886,84.740
{9814 99566 57290},{93775},0.008,0.914,37.994
{99566 57290 93775},{67851},0.008,0.914,87.474
{99566 57290 93775},{9814},0.008,0.914,83.586
{60443 62105 64594},{59246 13453},0.009,0.837,78.279
{60443 62105 64594},{47548 13453},0.009,0.814,77.875
{60443 62105 64594},{59246 47548},0.009,0.837,80.100
{60443 62105 64594},{47548 61339},0.008,0.791,81.323
{60443 62105 64594},{61339 13453},0.009,0.814,81.673
{60443 62105 64594},{59246 61339},0.009,0.860,80.453
{59246 62105 64594},{60443 13453},0.009,0.818,76.500
{59246 62105 64594},{47548 13453},0.009,0.795,76.105
{59246 62105 64594},{47548 60443},0.009,0.818,76.500
{59246 62105 64594},{47548 61339},0.008,0.773,79.475
{59246 62105 64594},{61339 13453},0.008,0.773,77.537
{59246 62105 64594},{60443 61339},0.009,0.841,80.453
{59246 60443 64594},{62105 13453},0.009,0.857,76.658
{59246 60443 64594},{47548 13453},0.009,0.833,79.729
{59246 60443 64594},{47548 62105},0.009,0.857,80.143
{59246 60443 64594},{47548 61339},0.009,0.833,85.708
{59246 60443 64594},{61339 13453},0.009,0.833,83.618
{59246 60443 64594},{62105 61339},0.009,0.881,82.369
{59246 60443 62105},{64594 13453},0.009,0.857,80.143
{59246 60443 62105},{47548 13453},0.009,0.833,79.729
{59246 60443 62105},{47548 64594},0.009,0.857,82.007
{59246 60443 62105},{47548 61339},0.009,0.833,85.708
{59246 60443 62105},{61339 13453},0.009,0.833,83.618
{59246 60443 62105},{64594 61339},0.009,0.881,84.285
{59246 64594 13453},{60443 62105},0.009,0.878,78.528
{59246 64594 13453},{47548 62105},0.009,0.854,79.817
{59246 64594 13453},{47548 60443},0.009,0.854,79.817
{59246 64594 13453},{47548 61339},0.008,0.805,82.782
{59246 64594 13453},{62105 61339},0.008,0.829,77.537
{59246 64594 13453},{60443 61339},0.009,0.854,81.673
{59246 62105 13453},{60443 64594},0.009,0.857,76.658
{59246 62105 13453},{47548 64594},0.009,0.833,79.729
{59246 62105 13453},{47548 60443},0.009,0.833,77.917
{59246 62105 13453},{47548 61339},0.008,0.810,83.260
{59246 62105 13453},{64594 61339},0.008,0.810,77.451
{59246 62105 13453},{60443 61339},0.009,0.833,79.729
{62105 64594 13453},{59246 60443},0.009,0.857,80.143
{62105 64594 13453},{59246 47548},0.009,0.833,79.729
{62105 64594 13453},{47548 60443},0.009,0.833,77.917
{62105 64594 13453},{47548 61339},0.008,0.762,78.362
{62105 64594 13453},{59246 61339},0.008,0.810,75.690
{62105 64594 13453},{60443 61339},0.009,0.833,79.729
{59246 60443 13453},{62105 64594},0.009,0.900,78.779
{59246 60443 13453},{47548 64594},0.009,0.875,83.715
{59246 60443 13453},{47548 62105},0.009,0.875,81.812
{59246 60443 13453},{47548 61339},0.008,0.850,87.422
{59246 60443 13453},{64594 61339},0.009,0.875,83.715
{59246 60443 13453},{62105 61339},0.009,0.875,81.812
{60443 64594 13453},{59246 62105},0.009,0.878,76.857
{60443 64594 13453},{59246 47548},0.009,0.854,81.673
{60443 64594 13453},{47548 62105},0.009,0.854,79.817
{60443 64594 13453},{47548 61339},0.008,0.805,82.782
{60443 64594 13453},{59246 61339},0.009,0.854,79.817
{60443 64594 13453},{62105 61339},0.009,0.854,79.817
{60443 62105 13453},{59246 64594},0.009,0.857,76.658
{60443 62105 13453},{59246 47548},0.009,0.833,79.729
{60443 62105 13453},{47548 64594},0.009,0.833,79.729
{60443 62105 13453},{47548 61339},0.008,0.786,80.811
{60443 62105 13453},{59246 61339},0.009,0.833,77.917
{60443 62105 13453},{64594 61339},0.009,0.833,79.729
{59246 47548 13453},{62105 64594},0.009,0.875,76.590
{59246 47548 13453},{60443 64594},0.009,0.875,78.255
{59246 47548 13453},{60443 62105},0.009,0.875,78.255
{59246 47548 13453},{64594 61339},0.008,0.825,78.931
{59246 47548 13453},{62105 61339},0.008,0.850,79.475
{59246 47548 13453},{60443 61339},0.008,0.850,81.323
{47548 64594 13453},{59246 62105},0.009,0.897,78.554
{47548 64594 13453},{59246 60443},0.009,0.897,83.910
{47548 64594 13453},{60443 62105},0.009,0.897,80.262
{47548 64594 13453},{59246 61339},0.008,0.846,79.115
{47548 64594 13453},{62105 61339},0.008,0.821,76.718
{47548 64594 13453},{60443 61339},0.008,0.846,80.955
{59246 47548 64594},{62105 13453},0.009,0.875,78.255
{59246 47548 64594},{60443 13453},0.009,0.875,81.812
{59246 47548 64594},{60443 62105},0.009,0.900,80.491
{59246 47548 64594},{61339 13453},0.008,0.825,82.782
{59246 47548 64594},{62105 61339},0.008,0.850,79.475
